datetime,open,high,low,close,tx_hash,from,to,eth_value,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total,v,c,h,l,o,t,hour
2025-01-12 15:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.38196964,0.26611967,35.37751617,39.72484247,2051439819.987388,88345.8,88696.08,88233.08,88629.42,1736694000.0,15
2025-01-12 16:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.41183173,0.29347917,16.73108207,16.88510102,1217429787.2050505,88370.32,88373.22,88287.16,88345.8,1736697600.0,16
2025-01-12 17:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.55077135,0.35785811,39.31362132,39.65553723,3159004093.5265136,88512.64,88540.27,88360.96,88370.32,1736701200.0,17
2025-01-12 18:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.0690691,0.36013647,5.64829892,5.93994241,1634993830.2002246,88563.72,88598.48,88512.64,88512.64,1736704800.0,18
2025-01-12 19:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.0775461,0.35417791,3.39742692,3.48957441,2632932062.595772,88382.12,88563.72,88335.62,88563.72,1736708400.0,19
2025-01-12 20:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.09013938,0.3362873,4.01406957,4.14641139,1480906969.862805,88453.16,88465.11,88382.12,88382.12,1736712000.0,20
2025-01-12 21:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.01773967,0.22843814,0.60862602,0.72732653,1402967534.130137,88265.92,88453.16,88265.92,88453.16,1736715600.0,21
2025-01-12 22:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.63272665,0.26426057,33.21864047,33.53451228,1638135759.158376,87630.33,88290.86,87584.48,88265.92,1736719200.0,22
2025-01-12 23:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.06966123,0.21537907,28.71459214,29.67568258,1396956614.4959044,87533.95,87707.0,87487.79,87630.33,1736722800.0,23
2025-01-13 00:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.68285644,0.23424837,29.19054121,29.36282711,2473674768.510319,87395.78,87582.77,86785.73,87533.95,1736726400.0,0
2025-01-13 01:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.26382233,0.26207026,55.64637451,60.94295798,2262963212.33321,87268.56,87484.14,87070.19,87395.78,1736730000.0,1
2025-01-13 02:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.35689369,0.30197706,30.47665711,33.54800713,1352988275.592996,87681.24,87779.71,87247.28,87268.56,1736733600.0,2
2025-01-13 03:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.88016382,0.41483769,30.41106499,30.8057336,934126648.679192,87854.37,87894.33,87673.38,87681.24,1736737200.0,3
2025-01-13 04:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.57761859,0.49482039,47.79690071,50.25281733,1510868585.310676,87075.13,87854.37,87075.13,87854.37,1736740800.0,4
2025-01-13 05:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.31029001,0.44875802,29.05171359,31.95987067,2416019987.041568,87164.71,87210.22,87066.28,87075.13,1736744400.0,5
2025-01-13 06:00:00,92624.0,95799.0,92276.0,94560.0,,,,,2.34143428,0.77329702,70.13575167,70.24302838,496551861.390724,87458.77,87538.32,87161.85,87164.71,1736748000.0,6
2025-01-13 07:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.04838561,0.68265833,1.60497111,1.7902674,2116316831.343988,88006.06,88006.06,87458.77,87458.77,1736751600.0,7
2025-01-13 08:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.45584483,0.71009012,59.62111662,71.56763825,4706485375.14447,87798.51,88042.94,87740.87,88006.06,1736755200.0,8
2025-01-13 09:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.45342462,0.72388025,46.63656827,49.87670861,2119269897.9357607,88125.72,88171.66,87769.32,87798.51,1736758800.0,9
2025-01-13 10:00:00,92624.0,95799.0,92276.0,94560.0,,,,,6.1188056,1.47225765,523.55185107,526.21728143,1748451303.3785963,89805.36,89805.36,87980.9,88125.72,1736762400.0,10
2025-01-13 11:00:00,92624.0,95799.0,92276.0,94560.0,,,,,3.14335407,1.83879129,363.32593998,367.77242589,2542604602.509694,89996.65,90291.27,89805.36,89805.36,1736766000.0,11
2025-01-13 12:00:00,92624.0,95799.0,92276.0,94560.0,,,,,1.43331386,1.99922327,121.53092459,137.59813041,1150001517.272506,89943.46,90041.75,89599.17,89996.65,1736769600.0,12
2025-01-13 13:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.35529052,1.71548844,37.28115043,43.345444,2690733700.635003,90430.26,90940.64,89943.46,89943.46,1736773200.0,13
2025-01-13 14:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.37208346,1.76173099,15.5092776,15.99958862,662788820.8744411,89515.21,90472.04,88227.55,90430.26,1736776800.0,14
2025-01-13 15:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.36797308,1.74917789,50.40945331,64.0273166,7163347133.166566,88740.32,89605.68,88740.32,89515.21,1736780400.0,15
2025-01-13 16:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.23566318,1.71806911,10.51259378,10.84050626,2549687734.6121583,86972.52,88807.35,86972.52,88740.32,1736784000.0,16
2025-01-13 17:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.38413467,0.89883041,38.32842512,41.10240998,3316324374.4510617,86404.45,86972.52,86359.86,86972.52,1736787600.0,17
2025-01-13 18:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.50587411,0.52204755,26.36345602,27.3172019,1761546844.2876077,86077.02,86404.45,86073.73,86404.45,1736791200.0,18
2025-01-13 19:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.19348306,0.34492887,11.14379815,11.60898333,1910462059.5551217,85671.23,86095.55,85611.66,86077.02,1736794800.0,19
2025-01-13 20:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.13352672,0.31324833,11.28400591,12.41798516,4234132039.2329454,85094.06,85850.08,85089.64,85671.23,1736798400.0,20
2025-01-13 21:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.27451421,0.29930986,21.33136397,22.78467958,3548966894.0941634,84213.88,85145.83,84110.95,85094.06,1736802000.0,21
2025-01-13 22:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.14580395,0.26757141,8.41935701,9.18564884,3698529612.225341,83660.02,84220.55,83654.72,84213.88,1736805600.0,22
2025-01-13 23:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.14758542,0.25498888,8.02112336,10.18339387,2165020852.3022523,83844.35,83844.35,83614.06,83660.02,1736809200.0,23
2025-01-14 00:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.2538776,0.23638072,28.88324276,30.71919013,5576502649.347942,84125.63,84159.47,83844.35,83844.35,1736812800.0,0
2025-01-14 01:00:00,92624.0,95799.0,92276.0,94560.0,,,,,1.29587442,0.34923791,111.69850553,116.62869825,2975841817.475064,84824.87,84824.87,84125.63,84125.63,1736816400.0,1
2025-01-14 02:00:00,92624.0,95799.0,92276.0,94560.0,,,,,1.15870351,0.48712655,122.27675541,133.25090347,4818817272.701675,84791.27,85038.63,84752.72,84824.87,1736820000.0,2
2025-01-14 03:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.29867049,0.51071851,31.591185,34.94444694,2427317049.8287807,84916.25,84916.25,84765.86,84791.27,1736823600.0,3
2025-01-14 04:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.61215341,0.55895269,83.62465804,89.98655147,3639601658.848257,85112.41,85139.04,84916.25,84916.25,1736827200.0,4
2025-01-14 05:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.82382989,0.65581353,71.26692567,78.26383957,2562229124.805788,85107.24,85182.08,84947.65,85112.41,1736830800.0,5
2025-01-14 06:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.52656579,0.70995359,49.26777588,52.13001283,3913157720.4883714,84976.61,85107.24,84903.38,85107.24,1736834400.0,6
2025-01-14 07:00:00,92624.0,95799.0,92276.0,94560.0,,,,,3.0519925,1.10968429,329.98775754,332.66718196,3140867868.612612,84809.42,84976.61,84764.03,84976.61,1736838000.0,7
2025-01-14 08:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.59280195,1.00924536,58.549771,68.17222442,1682856438.123566,85601.6,85739.78,84809.42,84809.42,1736841600.0,8
2025-01-14 09:00:00,92624.0,95799.0,92276.0,94560.0,,,,,1.52364995,1.06138057,209.2707,228.54749233,2330493329.424925,85996.69,86237.65,85440.0,85601.6,1736845200.0,9
2025-01-14 10:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.55227841,1.09761027,67.26898989,74.55758579,2262725262.292573,85630.99,86048.83,85546.92,85996.69,1736848800.0,10
2025-01-14 11:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.43500891,1.07230391,38.10267155,46.1109448,2763036994.560342,85343.83,85742.21,85268.98,85630.99,1736852400.0,11
2025-01-14 12:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.23094587,0.9876062,25.84260286,27.71350464,1808374261.9762487,85780.22,85780.22,85294.98,85343.83,1736856000.0,12
2025-01-14 13:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.71622958,1.01470102,69.05068949,76.63656519,2697903208.609181,85399.66,85821.84,85148.06,85780.22,1736859600.0,13
2025-01-14 14:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.25390988,0.61497494,12.54179046,13.20331367,2032102520.098844,85023.35,85408.66,84851.3,85399.66,1736863200.0,14
2025-01-14 15:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.90474311,0.65953796,120.55079323,139.33043969,6341586769.315958,85296.99,85325.39,84922.69,85023.35,1736866800.0,15
2025-01-14 16:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.39841854,0.49879061,24.81423323,25.89720524,2233159341.9204326,84653.03,85296.99,84520.7,85296.99,1736870400.0,16
2025-01-14 17:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.44442757,0.48338335,41.4944285,43.55390216,3529050221.0725427,84116.29,84681.13,84116.29,84653.03,1736874000.0,17
2025-01-14 18:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.47489585,0.48908149,31.77600065,32.76781355,3861057005.81146,84322.9,84322.9,84082.99,84116.29,1736877600.0,18
2025-01-14 19:00:00,92624.0,95799.0,92276.0,94560.0,,,,,1.33912329,0.64739255,96.57098015,99.09512326,3269567842.4304533,84666.94,84749.2,84306.11,84322.9,1736881200.0,19
2025-01-14 20:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.25023993,0.5808226,12.69078691,13.26271622,2843493847.9362845,84623.32,84670.68,84425.73,84666.94,1736884800.0,20
2025-01-14 21:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.35379999,0.59509261,22.1348374,22.99699927,3228100323.722709,84462.54,84704.96,84448.08,84623.32,1736888400.0,21
2025-01-14 22:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.08171484,0.47751714,3.88286616,4.16745705,2268011540.082332,84414.65,84462.54,84365.82,84462.54,1736892000.0,22
2025-01-14 23:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.21756051,0.45168028,12.67630769,13.70631241,2039132283.0523543,84489.13,84549.08,84414.65,84414.65,1736895600.0,23
2025-01-15 00:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.60425845,0.47451327,75.23250606,79.76211478,4531715343.795943,85098.77,85185.57,84470.02,84489.13,1736899200.0,0
2025-01-15 01:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.32095416,0.4525216,21.79051185,22.4667915,2352546738.2617574,85726.6,85771.0,85098.22,85098.77,1736902800.0,1
2025-01-15 02:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.41686748,0.32077077,37.26238937,40.43614584,2248043707.529571,86239.69,86273.69,85726.6,85726.6,1736906400.0,2
2025-01-15 03:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.31476428,0.32998853,39.38194865,47.5294063,4085148013.051932,86293.85,86293.85,86161.93,86239.69,1736910000.0,3
2025-01-15 04:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.46558958,0.34595847,37.3661192,39.57511425,4520589533.569167,86570.83,86595.63,86293.85,86293.85,1736913600.0,4
2025-01-15 05:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.42264816,0.39466323,48.99799938,55.78955728,2932302058.924665,85773.64,86570.83,85742.04,86570.83,1736917200.0,5
2025-01-15 06:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.22909208,0.3963106,26.3249587,30.69833817,3904886441.1348886,85785.95,85950.98,85766.35,85773.64,1736920800.0,6
2025-01-15 07:00:00,92624.0,95799.0,92276.0,94560.0,,,,,1.04801151,0.45970389,52.45372821,53.44858718,2540858622.6793427,86122.11,86186.26,85784.1,85785.95,1736924400.0,7
2025-01-15 08:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.41657897,0.47336458,21.81446312,22.49526449,3251185751.804682,86501.05,86508.0,86122.11,86122.11,1736928000.0,8
2025-01-15 09:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.50276235,0.48563528,36.68804821,42.73479966,3704055107.66794,85836.79,86564.83,85829.02,86501.05,1736931600.0,9
2025-01-15 10:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.61593458,0.5286596,92.13865961,97.9335981,3332783584.6279736,85732.38,85836.79,85567.33,85836.79,1736935200.0,10
2025-01-15 11:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.65990929,0.55641956,29.45853828,30.35582719,1775556193.616989,85630.86,85732.38,85487.21,85732.38,1736938800.0,11
2025-01-15 12:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.49815887,0.56720681,51.45442658,53.30299957,3982850134.213394,85488.96,85806.36,85368.08,85630.86,1736942400.0,12
2025-01-15 13:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.50753438,0.60698428,44.98911799,49.73836971,2872660315.8823624,86350.42,86350.42,85136.45,85488.96,1736946000.0,13
2025-01-15 14:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.44629454,0.52102471,51.90055597,58.91087956,5088439327.835501,86524.27,86694.81,86347.56,86350.42,1736949600.0,14
2025-01-15 15:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.57962064,0.54431638,44.94120605,46.36965085,2491546029.010168,87427.3,87565.04,86524.27,86524.27,1736953200.0,15
2025-01-15 16:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.20479035,0.50174895,8.64373789,9.21556565,1966811108.9179585,87025.0,87458.6,87025.0,87427.3,1736956800.0,16
2025-01-15 17:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.87097783,0.5381837,201.50468735,223.84130107,8093717039.842973,86666.04,87084.33,86666.04,87025.0,1736960400.0,17
2025-01-15 18:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.08374784,0.45587492,4.99217571,5.6111053,3764365979.053953,86288.21,86666.04,86288.21,86666.04,1736964000.0,18
2025-01-15 19:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.52813777,0.46015762,43.71665247,47.00426175,5462328933.045526,86919.56,87143.13,86120.13,86288.21,1736967600.0,19
2025-01-15 20:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.79616535,0.50139062,42.24247524,45.38142483,3083673526.5205097,86710.2,86931.42,86337.69,86919.56,1736971200.0,20
2025-01-15 21:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.34106012,0.48635713,20.02406376,20.80466709,2732653411.15667,86862.49,86926.57,86710.2,86710.2,1736974800.0,21
2025-01-15 22:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.79334238,0.51688881,47.28963763,48.39388502,2693625501.4233384,86732.05,86926.2,86714.64,86862.49,1736978400.0,22
2025-01-15 23:00:00,92624.0,95799.0,92276.0,94560.0,,,,,0.09185235,0.50075481,8.17653979,10.28746266,2164133515.884719,86634.07,86744.79,86466.63,86732.05,1736982000.0,23
2025-01-16 00:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.22372229,0.40828973,27.86265775,29.97878714,3679062813.575361,86532.23,86812.26,86396.67,86634.07,1736985600.0,0
2025-01-16 01:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.31189939,0.44088281,27.00304624,27.7590461,1431325157.7165403,86562.06,86597.43,86503.76,86532.23,1736989200.0,1
2025-01-16 02:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.31082256,0.40983778,27.59677405,30.14978841,3114023397.3440576,86484.8,86641.99,86394.09,86562.06,1736992800.0,2
2025-01-16 03:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.35904806,0.34739245,41.13658077,45.95815169,2175924052.864828,86232.66,86538.78,86111.81,86484.8,1736996400.0,3
2025-01-16 04:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.08484762,0.31079066,8.47053852,10.35140973,3083096985.893333,86261.71,86270.01,86177.15,86232.66,1737000000.0,4
2025-01-16 05:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.36221137,0.24920052,31.31737198,33.68565783,1331885686.593967,86301.12,86301.12,86185.83,86261.71,1737003600.0,5
2025-01-16 06:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.33983739,0.28462695,18.77746988,19.71056868,777993308.2488238,86854.92,86856.5,86301.12,86301.12,1737007200.0,6
2025-01-16 07:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.44905459,0.31681728,55.44940608,63.7657518,3469601928.678493,86726.85,86866.73,86726.85,86854.92,1737010800.0,7
2025-01-16 08:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.80553487,0.38733664,42.3645446,42.693348,2406351236.7557216,85884.05,87116.7,85830.97,86726.85,1737014400.0,8
2025-01-16 09:00:00,94572.0,100702.0,89800.0,100313.0,,,,,1.72575812,0.58947029,243.352489,251.96068495,3788046079.856521,85894.42,86088.78,85829.92,85884.05,1737018000.0,9
2025-01-16 10:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.33254302,0.58568385,27.84878464,29.59632892,2129803692.9235733,85784.14,85911.98,85664.12,85894.42,1737021600.0,10
2025-01-16 11:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.39112845,0.62943826,46.96683875,50.45556982,2594107445.169551,85758.22,85924.15,85658.75,85784.14,1737025200.0,11
2025-01-16 12:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.58321321,0.66100995,27.77327107,28.57744721,1282300046.6489873,85638.76,85758.22,85373.91,85758.22,1737028800.0,12
2025-01-16 13:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.76916817,0.72234292,56.86803337,59.2259492,4350404147.886981,85690.54,85720.4,85468.44,85638.76,1737032400.0,13
2025-01-16 14:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.61901132,0.74662245,59.98980105,66.85322298,10619109698.142096,85929.79,85985.48,85267.87,85690.54,1737036000.0,14
2025-01-16 15:00:00,94572.0,100702.0,89800.0,100313.0,,,,,1.42977204,0.83579919,187.7379,195.87876893,8918674313.696138,84986.67,86234.26,84986.67,85929.79,1737039600.0,15
2025-01-16 16:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.91741938,0.72032223,100.87581334,111.00774452,10080822320.560757,85442.76,85480.53,84986.67,84986.67,1737043200.0,16
2025-01-16 17:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.43404911,0.7348231,21.23556792,21.70245568,3228029594.527905,85718.9,85736.05,85442.76,85442.76,1737046800.0,17
2025-01-16 18:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.72516875,0.78254314,52.85036751,55.83799338,4450370814.428705,85553.1,85793.02,85550.73,85718.9,1737050400.0,18
2025-01-16 19:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.12995897,0.71779253,10.80777859,12.21614336,4328542355.223911,86877.68,86877.68,85488.38,85553.1,1737054000.0,19
2025-01-16 20:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.35749195,0.65898165,26.23927182,30.744308,3748851533.3934975,86817.33,86877.68,86662.39,86877.68,1737057600.0,20
2025-01-16 21:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.55053443,0.64919923,44.3649049,46.24489187,4179792944.1017,86271.63,86817.33,86216.71,86817.33,1737061200.0,21
2025-01-16 22:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.17316768,0.46968432,12.80907861,14.02658233,3280328066.917497,85864.38,86321.38,85864.38,86271.63,1737064800.0,22
2025-01-16 23:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.07073918,0.34873001,2.52967597,2.68808892,1231048026.8200247,86229.62,86239.64,85837.37,85864.38,1737068400.0,23
2025-01-17 00:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.09652463,0.30051223,1.252536,1.25482014,748891547.9337327,86368.84,86393.79,86217.2,86229.62,1737072000.0,0
2025-01-17 01:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.33025691,0.24409625,38.46351485,40.95185722,4394250394.32019,87224.54,87252.73,86057.16,86368.84,1737075600.0,1
2025-01-17 02:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.64327063,0.31742649,117.95489153,145.37916224,3866066240.150446,85989.19,87482.82,85989.19,87224.54,1737079200.0,2
2025-01-17 03:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.6105903,0.35358339,64.40757208,70.82847485,2773941124.7360325,85935.52,85994.95,85880.5,85989.19,1737082800.0,3
2025-01-17 04:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.78498053,0.38707569,75.17824165,92.62770214,3427678788.8329706,86219.84,86219.84,85927.96,85935.52,1737086400.0,4
2025-01-17 05:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.55478568,0.44159255,70.97318914,75.45085225,1578825834.7986183,86341.75,86630.57,86219.84,86219.84,1737090000.0,5
2025-01-17 06:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.89715549,0.55965202,91.24614183,95.99563758,4405964261.71112,86469.29,86473.55,86270.04,86341.75,1737093600.0,6
2025-01-17 07:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.34879264,0.59569031,37.95693881,45.69183631,1853156923.9263592,86513.58,86598.28,86469.29,86469.29,1737097200.0,7
2025-01-17 08:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.74840739,0.65542609,116.09043595,139.20377496,2761087493.53146,87819.36,87819.36,86513.58,86513.58,1737100800.0,8
2025-01-17 09:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.61083167,0.65079196,102.46987108,138.65878972,2935249093.9018435,87863.11,88308.31,87819.36,87819.36,1737104400.0,9
2025-01-17 10:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.42996088,0.62498775,63.51295921,91.15170622,3611560208.6648674,88225.44,88274.03,87778.93,87863.11,1737108000.0,10
2025-01-17 11:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.25817436,0.54972973,31.05737558,40.79154822,3324272435.49522,88372.58,88379.62,88139.05,88225.44,1737111600.0,11
2025-01-17 12:00:00,94572.0,100702.0,89800.0,100313.0,,,,,1.19301405,0.64090521,202.75844603,225.47965638,3296608381.154642,89023.27,89031.71,88352.46,88372.58,1737115200.0,12
2025-01-17 13:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.57798119,0.59530888,98.03694698,131.77971118,4815708922.106715,88807.07,89239.84,88765.89,89023.27,1737118800.0,13
2025-01-17 14:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.66430927,0.64038269,44.40965959,55.80197855,3293896599.208908,89539.13,89539.13,88780.74,88807.07,1737122400.0,14
2025-01-17 15:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.40709892,0.59162433,79.66041263,131.4929508,8722593935.984201,90698.32,90698.32,89487.83,89539.13,1737126000.0,15
2025-01-17 16:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.3351429,0.55224022,41.23819487,61.33115089,5595144775.617361,91388.05,91388.05,90554.1,90698.32,1737129600.0,16
2025-01-17 17:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.40121613,0.54813383,37.2436786,53.76296171,5308347420.3369465,90983.01,91573.22,90944.59,91388.05,1737133200.0,17
2025-01-17 18:00:00,94572.0,100702.0,89800.0,100313.0,,,,,1.52849754,0.72960857,85.35266905,108.52332517,3007068453.2298408,91176.06,91176.06,90929.2,90983.01,1737136800.0,18
2025-01-17 19:00:00,94572.0,100702.0,89800.0,100313.0,,,,,1.15402891,0.72403927,175.71871245,199.64700189,8032761171.709356,91227.89,91326.29,91136.87,91176.06,1737140400.0,19
2025-01-17 20:00:00,94572.0,100702.0,89800.0,100313.0,,,,,0.97854426,0.78126256,116.05662418,143.84600584,4434678108.150673,90937.24,91388.26,90937.24,91227.89,1737144000.0,20
